CCAA;Viajeros_y_tasas;Periodo;Total
01 Andalucía;Variación de la media en lo que va de año;2019M07;-4,9
01 Andalucía;Variación de la media en lo que va de año;2019M06;-5,3
01 Andalucía;Variación de la media en lo que va de año;2019M05;-4,8
01 Andalucía;Variación de la media en lo que va de año;2019M04;-5,8
01 Andalucía;Variación de la media en lo que va de año;2019M03;-4,3
01 Andalucía;Variación de la media en lo que va de año;2019M02;-5,3
01 Andalucía;Variación de la media en lo que va de año;2019M01;-5,1
01 Andalucía;Variación de la media en lo que va de año;2018M12;3,0
01 Andalucía;Variación de la media en lo que va de año;2018M11;2,9
01 Andalucía;Variación de la media en lo que va de año;2018M10;3,2
01 Andalucía;Variación de la media en lo que va de año;2018M09;3,7
01 Andalucía;Variación de la media en lo que va de año;2018M08;4,1
01 Andalucía;Variación de la media en lo que va de año;2018M07;4,4
01 Andalucía;Variación de la media en lo que va de año;2018M06;4,1
01 Andalucía;Variación de la media en lo que va de año;2018M05;3,9
01 Andalucía;Variación de la media en lo que va de año;2018M04;4,9
01 Andalucía;Variación de la media en lo que va de año;2018M03;3,2
01 Andalucía;Variación de la media en lo que va de año;2018M02;7,2
01 Andalucía;Variación de la media en lo que va de año;2018M01;7,6
01 Andalucía;Variación de la media en lo que va de año;2017M12;2,7
01 Andalucía;Variación de la media en lo que va de año;2017M11;2,8
01 Andalucía;Variación de la media en lo que va de año;2017M10;2,6
01 Andalucía;Variación de la media en lo que va de año;2017M09;1,9
01 Andalucía;Variación de la media en lo que va de año;2017M08;1,8
01 Andalucía;Variación de la media en lo que va de año;2017M07;1,7
01 Andalucía;Variación de la media en lo que va de año;2017M06;1,6
01 Andalucía;Variación de la media en lo que va de año;2017M05;2,1
01 Andalucía;Variación de la media en lo que va de año;2017M04;0,0
01 Andalucía;Variación de la media en lo que va de año;2017M03;1,3
01 Andalucía;Variación de la media en lo que va de año;2017M02;-1,1
01 Andalucía;Variación de la media en lo que va de año;2017M01;0,9
01 Andalucía;Variación de la media en lo que va de año;2016M12;0,0
01 Andalucía;Variación de la media en lo que va de año;2016M11;0,1
01 Andalucía;Variación de la media en lo que va de año;2016M10;-0,1
01 Andalucía;Variación de la media en lo que va de año;2016M09;0,2
01 Andalucía;Variación de la media en lo que va de año;2016M08;0,3
01 Andalucía;Variación de la media en lo que va de año;2016M07;-0,1
01 Andalucía;Variación de la media en lo que va de año;2016M06;0,6
01 Andalucía;Variación de la media en lo que va de año;2016M05;0,4
01 Andalucía;Variación de la media en lo que va de año;2016M04;1,1
01 Andalucía;Variación de la media en lo que va de año;2016M03;1,2
01 Andalucía;Variación de la media en lo que va de año;2016M02;2,4
01 Andalucía;Variación de la media en lo que va de año;2016M01;1,2
01 Andalucía;Variación de la media en lo que va de año;2015M12;1,9
01 Andalucía;Variación de la media en lo que va de año;2015M11;2,0
01 Andalucía;Variación de la media en lo que va de año;2015M10;1,9
01 Andalucía;Variación de la media en lo que va de año;2015M09;2,5
01 Andalucía;Variación de la media en lo que va de año;2015M08;2,5
01 Andalucía;Variación de la media en lo que va de año;2015M07;2,3
01 Andalucía;Variación de la media en lo que va de año;2015M06;2,3
01 Andalucía;Variación de la media en lo que va de año;2015M05;1,9
01 Andalucía;Variación de la media en lo que va de año;2015M04;2,9
01 Andalucía;Variación de la media en lo que va de año;2015M03;2,6
01 Andalucía;Variación de la media en lo que va de año;2015M02;1,1
01 Andalucía;Variación de la media en lo que va de año;2015M01;-1,9
01 Andalucía;Variación de la media en lo que va de año;2014M12;0,6
01 Andalucía;Variación de la media en lo que va de año;2014M11;0,1
01 Andalucía;Variación de la media en lo que va de año;2014M10;0,1
01 Andalucía;Variación de la media en lo que va de año;2014M09;0,1
01 Andalucía;Variación de la media en lo que va de año;2014M08;-0,3
01 Andalucía;Variación de la media en lo que va de año;2014M07;-0,4
01 Andalucía;Variación de la media en lo que va de año;2014M06;-0,5
01 Andalucía;Variación de la media en lo que va de año;2014M05;-0,6
01 Andalucía;Variación de la media en lo que va de año;2014M04;-0,8
01 Andalucía;Variación de la media en lo que va de año;2014M03;0,8
01 Andalucía;Variación de la media en lo que va de año;2014M02;-1,3
01 Andalucía;Variación de la media en lo que va de año;2014M01;-0,9
01 Andalucía;Variación de la media en lo que va de año;2013M12;-1,8
01 Andalucía;Variación de la media en lo que va de año;2013M11;-2,0
01 Andalucía;Variación de la media en lo que va de año;2013M10;-2,3
01 Andalucía;Variación de la media en lo que va de año;2013M09;-2,6
01 Andalucía;Variación de la media en lo que va de año;2013M08;-3,0
01 Andalucía;Variación de la media en lo que va de año;2013M07;-2,8
01 Andalucía;Variación de la media en lo que va de año;2013M06;-3,0
01 Andalucía;Variación de la media en lo que va de año;2013M05;-2,8
01 Andalucía;Variación de la media en lo que va de año;2013M04;-3,2
01 Andalucía;Variación de la media en lo que va de año;2013M03;-6,3
01 Andalucía;Variación de la media en lo que va de año;2013M02;-4,4
01 Andalucía;Variación de la media en lo que va de año;2013M01;-3,5
01 Andalucía;Variación de la media en lo que va de año;2012M12;-3,4
01 Andalucía;Variación de la media en lo que va de año;2012M11;-3,0
01 Andalucía;Variación de la media en lo que va de año;2012M10;-2,5
01 Andalucía;Variación de la media en lo que va de año;2012M09;-3,1
01 Andalucía;Variación de la media en lo que va de año;2012M08;-2,7
01 Andalucía;Variación de la media en lo que va de año;2012M07;-2,5
01 Andalucía;Variación de la media en lo que va de año;2012M06;-2,5
01 Andalucía;Variación de la media en lo que va de año;2012M05;-1,7
01 Andalucía;Variación de la media en lo que va de año;2012M04;-1,1
01 Andalucía;Variación de la media en lo que va de año;2012M03;-1,0
01 Andalucía;Variación de la media en lo que va de año;2012M02;0,1
01 Andalucía;Variación de la media en lo que va de año;2012M01;0,0
02 Aragón;Viajeros transportados;2020M10;7.068
02 Aragón;Viajeros transportados;2020M09;6.652
02 Aragón;Viajeros transportados;2020M08;4.446
02 Aragón;Viajeros transportados;2020M07;5.762
02 Aragón;Viajeros transportados;2020M06;5.356
02 Aragón;Viajeros transportados;2020M05;2.351
02 Aragón;Viajeros transportados;2020M04;918
02 Aragón;Viajeros transportados;2020M03;5.003
02 Aragón;Viajeros transportados;2020M02;10.979
02 Aragón;Viajeros transportados;2020M01;10.783
02 Aragón;Viajeros transportados;2019M12;10.908
02 Aragón;Viajeros transportados;2019M11;11.320
02 Aragón;Viajeros transportados;2019M10;13.317
02 Aragón;Viajeros transportados;2019M09;10.479
02 Aragón;Viajeros transportados;2019M08;7.240
02 Aragón;Viajeros transportados;2019M07;9.257
02 Aragón;Viajeros transportados;2019M06;10.514
02 Aragón;Viajeros transportados;2019M05;11.575
02 Aragón;Viajeros transportados;2019M04;10.246
02 Aragón;Viajeros transportados;2019M03;11.026
02 Aragón;Viajeros transportados;2019M02;10.360
02 Aragón;Viajeros transportados;2019M01;10.458
02 Aragón;Viajeros transportados;2018M12;10.519
02 Aragón;Viajeros transportados;2018M11;11.007
02 Aragón;Viajeros transportados;2018M10;12.467
02 Aragón;Viajeros transportados;2018M09;10.060
02 Aragón;Viajeros transportados;2018M08;7.182
02 Aragón;Viajeros transportados;2018M07;8.934
02 Aragón;Viajeros transportados;2018M06;10.483
02 Aragón;Viajeros transportados;2018M05;11.253
02 Aragón;Viajeros transportados;2018M04;10.197
02 Aragón;Viajeros transportados;2018M03;10.438
02 Aragón;Viajeros transportados;2018M02;10.148
02 Aragón;Viajeros transportados;2018M01;10.386
02 Aragón;Viajeros transportados;2017M12;10.194
02 Aragón;Viajeros transportados;2017M11;10.956
02 Aragón;Viajeros transportados;2017M10;12.189
02 Aragón;Viajeros transportados;2017M09;10.028
02 Aragón;Viajeros transportados;2017M08;6.904
02 Aragón;Viajeros transportados;2017M07;8.665
02 Aragón;Viajeros transportados;2017M06;10.366
02 Aragón;Viajeros transportados;2017M05;11.113
02 Aragón;Viajeros transportados;2017M04;9.535
02 Aragón;Viajeros transportados;2017M03;11.140
02 Aragón;Viajeros transportados;2017M02;9.997
02 Aragón;Viajeros transportados;2017M01;9.939
02 Aragón;Viajeros transportados;2016M12;10.130
02 Aragón;Viajeros transportados;2016M11;10.536
02 Aragón;Viajeros transportados;2016M10;11.575
02 Aragón;Viajeros transportados;2016M09;9.759
02 Aragón;Viajeros transportados;2016M08;6.750
02 Aragón;Viajeros transportados;2016M07;8.346
02 Aragón;Viajeros transportados;2016M06;10.084
02 Aragón;Viajeros transportados;2016M05;10.212
02 Aragón;Viajeros transportados;2016M04;9.655
02 Aragón;Viajeros transportados;2016M03;8.794
02 Aragón;Viajeros transportados;2016M02;8.815
02 Aragón;Viajeros transportados;2016M01;8.525
02 Aragón;Viajeros transportados;2015M12;9.536
02 Aragón;Viajeros transportados;2015M11;10.621
02 Aragón;Viajeros transportados;2015M10;12.258
02 Aragón;Viajeros transportados;2015M09;9.944
02 Aragón;Viajeros transportados;2015M08;6.739
02 Aragón;Viajeros transportados;2015M07;8.883
02 Aragón;Viajeros transportados;2015M06;10.427
02 Aragón;Viajeros transportados;2015M05;10.733
02 Aragón;Viajeros transportados;2015M04;10.042
02 Aragón;Viajeros transportados;2015M03;10.794
02 Aragón;Viajeros transportados;2015M02;9.908
02 Aragón;Viajeros transportados;2015M01;9.912
02 Aragón;Viajeros transportados;2014M12;10.646
02 Aragón;Viajeros transportados;2014M11;10.431
02 Aragón;Viajeros transportados;2014M10;12.331
02 Aragón;Viajeros transportados;2014M09;9.831
02 Aragón;Viajeros transportados;2014M08;6.497
02 Aragón;Viajeros transportados;2014M07;8.893
02 Aragón;Viajeros transportados;2014M06;10.050
02 Aragón;Viajeros transportados;2014M05;10.563
02 Aragón;Viajeros transportados;2014M04;9.804
02 Aragón;Viajeros transportados;2014M03;10.603
02 Aragón;Viajeros transportados;2014M02;9.959
02 Aragón;Viajeros transportados;2014M01;10.061
02 Aragón;Viajeros transportados;2013M12;9.878
02 Aragón;Viajeros transportados;2013M11;9.788
02 Aragón;Viajeros transportados;2013M10;11.627
02 Aragón;Viajeros transportados;2013M09;9.510
02 Aragón;Viajeros transportados;2013M08;6.715
02 Aragón;Viajeros transportados;2013M07;8.988
02 Aragón;Viajeros transportados;2013M06;10.123
02 Aragón;Viajeros transportados;2013M05;11.110
02 Aragón;Viajeros transportados;2013M04;10.447
02 Aragón;Viajeros transportados;2013M03;10.060
02 Aragón;Viajeros transportados;2013M02;9.861
02 Aragón;Viajeros transportados;2013M01;10.221
02 Aragón;Viajeros transportados;2012M12;9.939
02 Aragón;Viajeros transportados;2012M11;10.204
02 Aragón;Viajeros transportados;2012M10;11.888
02 Aragón;Viajeros transportados;2012M09;9.345
02 Aragón;Viajeros transportados;2012M08;6.590
02 Aragón;Viajeros transportados;2012M07;8.567
02 Aragón;Viajeros transportados;2012M06;10.014
02 Aragón;Viajeros transportados;2012M05;10.928
02 Aragón;Viajeros transportados;2012M04;9.366
02 Aragón;Viajeros transportados;2012M03;10.740
02 Aragón;Viajeros transportados;2012M02;10.152
02 Aragón;Viajeros transportados;2012M01;10.018
02 Aragón;Variación anual;2020M10;-46,9
02 Aragón;Variación anual;2020M09;-36,5
02 Aragón;Variación anual;2020M08;-38,6
02 Aragón;Variación anual;2020M07;-37,8
02 Aragón;Variación anual;2020M06;-49,1
02 Aragón;Variación anual;2020M05;-79,7
02 Aragón;Variación anual;2020M04;-91,0
02 Aragón;Variación anual;2020M03;-54,6
02 Aragón;Variación anual;2020M02;6,0
02 Aragón;Variación anual;2020M01;3,1
02 Aragón;Variación anual;2019M12;3,7
02 Aragón;Variación anual;2019M11;2,8
02 Aragón;Variación anual;2019M10;6,8
02 Aragón;Variación anual;2019M09;4,2
02 Aragón;Variación anual;2019M08;0,8
02 Aragón;Variación anual;2019M07;3,6
02 Aragón;Variación anual;2019M06;0,3
02 Aragón;Variación anual;2019M05;2,9
02 Aragón;Variación anual;2019M04;0,5
02 Aragón;Variación anual;2019M03;5,6
02 Aragón;Variación anual;2019M02;2,1
02 Aragón;Variación anual;2019M01;0,7
02 Aragón;Variación anual;2018M12;3,2
02 Aragón;Variación anual;2018M11;0,5
02 Aragón;Variación anual;2018M10;2,3
02 Aragón;Variación anual;2018M09;0,3
02 Aragón;Variación anual;2018M08;4,0
02 Aragón;Variación anual;2018M07;3,1
02 Aragón;Variación anual;2018M06;1,1
02 Aragón;Variación anual;2018M05;1,3
02 Aragón;Variación anual;2018M04;6,9
02 Aragón;Variación anual;2018M03;-6,3
02 Aragón;Variación anual;2018M02;1,5
02 Aragón;Variación anual;2018M01;4,5
02 Aragón;Variación anual;2017M12;0,6
02 Aragón;Variación anual;2017M11;4,0
02 Aragón;Variación anual;2017M10;5,3
02 Aragón;Variación anual;2017M09;2,8
02 Aragón;Variación anual;2017M08;2,3
02 Aragón;Variación anual;2017M07;3,8
02 Aragón;Variación anual;2017M06;2,8
02 Aragón;Variación anual;2017M05;8,8
02 Aragón;Variación anual;2017M04;-1,2
02 Aragón;Variación anual;2017M03;26,7
02 Aragón;Variación anual;2017M02;13,4
02 Aragón;Variación anual;2017M01;16,6
02 Aragón;Variación anual;2016M12;6,2
02 Aragón;Variación anual;2016M11;-0,8
02 Aragón;Variación anual;2016M10;-5,6
02 Aragón;Variación anual;2016M09;-1,9
02 Aragón;Variación anual;2016M08;0,2
02 Aragón;Variación anual;2016M07;-6,0
02 Aragón;Variación anual;2016M06;-3,3
02 Aragón;Variación anual;2016M05;-4,9
02 Aragón;Variación anual;2016M04;-3,9
02 Aragón;Variación anual;2016M03;-18,5
02 Aragón;Variación anual;2016M02;-11,0
02 Aragón;Variación anual;2016M01;-14,0
02 Aragón;Variación anual;2015M12;-10,4
02 Aragón;Variación anual;2015M11;1,8
02 Aragón;Variación anual;2015M10;-0,6
02 Aragón;Variación anual;2015M09;1,1
02 Aragón;Variación anual;2015M08;3,7
02 Aragón;Variación anual;2015M07;-0,1
02 Aragón;Variación anual;2015M06;3,8
02 Aragón;Variación anual;2015M05;1,6
02 Aragón;Variación anual;2015M04;2,4
02 Aragón;Variación anual;2015M03;1,8
02 Aragón;Variación anual;2015M02;-0,5
02 Aragón;Variación anual;2015M01;-1,5
02 Aragón;Variación anual;2014M12;7,8
02 Aragón;Variación anual;2014M11;6,6
02 Aragón;Variación anual;2014M10;6,1
02 Aragón;Variación anual;2014M09;3,4
02 Aragón;Variación anual;2014M08;-3,2
02 Aragón;Variación anual;2014M07;-1,1
02 Aragón;Variación anual;2014M06;-0,7
02 Aragón;Variación anual;2014M05;-4,9
02 Aragón;Variación anual;2014M04;-6,2
02 Aragón;Variación anual;2014M03;5,4
02 Aragón;Variación anual;2014M02;1,0
02 Aragón;Variación anual;2014M01;-1,6
02 Aragón;Variación anual;2013M12;-0,6
02 Aragón;Variación anual;2013M11;-4,1
